tipo_muerte,zona,subzona,distrito,circuito,codigo_subcircuito,subcircuito,codigo_provincia,provincia,codigo_canton,canton,coordenada_y,coordenada_x,area_hecho,lugar,tipo_lugar,fecha_infraccion,hora_infraccion,arma,tipo_arma,presunta_motivacion,presun_motiva_observada,probable_causa_motivada,edad,medida_edad,sexo,genero,etnia,estado_civil,nacionalidad,discapacidad,profesion_registro_civil,instruccion
ASESINATO,ZONA 7,EL ORO,HUAQUILLAS,HUALTACO,07D05C06S03,HUALTACO 3,7,EL ORO,707,HUAQUILLAS,"-3,4822","-80,23476",URBANO,RESTAURANTE,PRIVADO,2026-02-23,22:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR COMERCIAL,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,PEDRO CARBO,LOMAS DE SARGENTILLO,09D14C05S01,LOMAS DE SARGENTILLO 1,9,GUAYAS,924,LOMAS DE SARGENTILLO,"-1,87129","-80,09067",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-23,21:18:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,24,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA
ASESINATO,ZONA 4,STO DGO DE LOS TSÁCHILAS,SANTO DOMINGO ESTE,CENTRO,23D01C02S02,CENTRO 2,23,STO DGO DE LOS TSÁCHILAS,2301,SANTO DOMINGO,"-0,2433","-79,16341",URBANO,LICORERÍAS,PRIVADO,2026-02-23,22:50:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,36,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PROGRESO,PROGRESO,09D10C03S01,PROGRESO 1,9,GUAYAS,901,GUAYAQUIL,"-2,24633","-80,08516",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-23,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,13,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,HUAQUILLAS,HUALTACO,07D05C06S03,HUALTACO 3,7,EL ORO,707,HUAQUILLAS,"-3,4822","-80,23476",URBANO,RESTAURANTE,PRIVADO,2026-02-23,22:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,31,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,QUEVEDO,GALO PLAZA,12D03C05S01,GALO PLAZA 1,12,LOS RÍOS,1205,QUEVEDO,"-1,00632","-79,46635",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-23,17:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MULATO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,SAN FRANCISCO,09D07C07S02,SAN FRANCISCO 2,9,GUAYAS,901,GUAYAQUIL,"-2,05292","-79,94452",URBANO,CENTROS DE REHABILITACIÓN SOCIAL,PRIVADO,2026-02-23,09:00:00,OTROS,NINGUNA,DELINCUENCIA COMÚN,AMENAZA,SOFOCACION,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
SICARIATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA NORTE,09D02C04S01,TRINITARIA NORTE 1,9,GUAYAS,901,GUAYAQUIL,"-2,23704","-79,92178",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-22,00:04:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,CHOFER/CONDUCTOR,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,QUEVEDO,CONTROL,12D03C02S02,CONTROL 2,12,LOS RÍOS,1205,QUEVEDO,"-1,00363","-79,47618",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-22,02:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,VISUAL,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PROGRESO,PROGRESO,09D10C03S01,PROGRESO 1,9,GUAYAS,901,GUAYAQUIL,"-2,18376","-80,08946",URBANO,TERRENO BALDÍO,PÚBLICO,2026-02-22,11:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,SIN_DATO,SIN_DATO,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PROGRESO,PROGRESO,09D10C03S01,PROGRESO 1,9,GUAYAS,901,GUAYAQUIL,"-2,18376","-80,08946",URBANO,TERRENO BALDÍO,PÚBLICO,2026-02-22,11:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,SIN_DATO,SIN_DATO,HOMBRE,MASCULINO,OTROS,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,LA FERROVIARIA,07D02C15S01,LA FERROVIARIA 1,7,EL ORO,701,MACHALA,"-3,26977","-79,93826",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-22,14:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER TÉCNICO,SIN_DATO
ASESINATO,ZONA 6,CAÑAR,LA TRONCAL,TRONCAL CENTRO,03D03C02S01,TRONCAL CENTRO 1,3,CAÑAR,304,LA TRONCAL,"-2,34938","-79,31205",RURAL,MAR,PÚBLICO,2026-02-22,13:48:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR PRIMARIO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,MONTE SINAÍ,09D08C05S02,MONTE SINAÍ 2,9,GUAYAS,901,GUAYAQUIL,"-2,11448","-79,98516",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-22,20:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,MARÍA AUXILIADORA,13D02C08S03,MARÍA AUXILIADORA 3,13,MANABÍ,1308,MANTA,"-0,97088","-80,70344",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-22,12:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,31,A,MUJER,FEMENINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,MARÍA AUXILIADORA,13D02C08S03,MARÍA AUXILIADORA 3,13,MANABÍ,1308,MANTA,"-0,97088","-80,70344",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-22,12:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,MUJER,FEMENINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,ANTEPARA,09D03C06S03,ANTEPARA 3,9,GUAYAS,901,GUAYAQUIL,"-2,21165","-79,91708",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-22,19:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,33,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,BACHILLER TÉCNICO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,LOS ESTEROS,13D02C01S02,LOS ESTEROS 2,13,MANABÍ,1308,MANTA,"-0,96059","-80,67881",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-22,21:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA
ASESINATO,ZONA 4,MANABÍ,SUCRE,SAN VICENTE,13D11C05S01,SAN VICENTE 1,13,MANABÍ,1322,SAN VICENTE,"-0,56978","-80,42276",RURAL,COVACHA/CHOZA,PRIVADO,2026-02-22,18:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,44,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,TECNÓLOGO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,MALVINAS SUR,09D02C02S02,MALVINAS SUR 2,9,GUAYAS,901,GUAYAQUIL,"-2,23178","-79,91233",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-22,21:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO
ASESINATO,ZONA 3,PASTAZA,PASTAZA,PUYO SUR,16D01C01S01,PUYO SUR 1,16,PASTAZA,1601,PASTAZA,"-1,51783","-77,97373",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-22,18:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,ROBO A PERSONAS,HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,PASAJE,BAJO ALTO,07D01C04S01,BAJO ALTO 1,7,EL ORO,706,EL GUABO,"-3,25048","-79,85337",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-22,23:15:00,ARMA BLANCA,CUCHILLO,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA BLANCA,17,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,MATA DE CACAO,12D01C12S03,MATA DE CACAO 3,12,LOS RÍOS,1201,BABAHOYO,"-1,95911","-79,39865",URBANO,CASA/VILLA,PRIVADO,2026-02-22,03:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,ISLA DE BEJUCAL,12D01C16S01,ISLA DE BEJUCAL 1,12,LOS RÍOS,1202,BABA,"-1,67955","-79,64598",RURAL,LOCAL DE EVENTOS,PRIVADO,2026-02-22,20:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,39,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,ISLA DE BEJUCAL,12D01C16S01,ISLA DE BEJUCAL 1,12,LOS RÍOS,1202,BABA,"-1,67955","-79,64598",RURAL,LOCAL DE EVENTOS,PRIVADO,2026-02-22,20:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,ISLA DE BEJUCAL,12D01C16S01,ISLA DE BEJUCAL 1,12,LOS RÍOS,1202,BABA,"-1,67955","-79,64598",RURAL,LOCAL DE EVENTOS,PRIVADO,2026-02-22,20:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,ISLA DE BEJUCAL,12D01C16S01,ISLA DE BEJUCAL 1,12,LOS RÍOS,1202,BABA,"-1,67955","-79,64598",URBANO,CASA/VILLA,PRIVADO,2026-02-22,20:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,54,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,TRABAJADOR PRIMARIO,SIN_DATO
ASESINATO,ZONA 7,LOJA,CATAMAYO,CHAGUARPAMBA,11D02C06S01,CHAGUARPAMBA 1,11,LOJA,1105,CHAGUARPAMBA,"-3,76784","-79,59907",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-22,09:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,50,A,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,LOJA,CATAMAYO,CHAGUARPAMBA,11D02C06S01,CHAGUARPAMBA 1,11,LOJA,1105,CHAGUARPAMBA,"-3,76784","-79,59907",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-22,09:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,LOJA,CATAMAYO,CHAGUARPAMBA,11D02C06S01,CHAGUARPAMBA 1,11,LOJA,1105,CHAGUARPAMBA,"-3,76784","-79,59907",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-22,09:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,LOJA,CATAMAYO,CHAGUARPAMBA,11D02C06S01,CHAGUARPAMBA 1,11,LOJA,1105,CHAGUARPAMBA,"-3,76784","-79,59907",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-22,09:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,ECUADOR,INTELECTUAL,SIN_DATO,SIN_DATO
ASESINATO,ZONA 6,CAÑAR,LA TRONCAL,TRONCAL CENTRO,03D03C02S01,TRONCAL CENTRO 1,3,CAÑAR,304,LA TRONCAL,"-2,34938","-79,31205",URBANO,MAR,PÚBLICO,2026-02-22,22:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,45,A,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,SANTA ROSA,SANTA ROSA ESTE,07D06C04S01,SANTA ROSA ESTE 1,7,EL ORO,712,SANTA ROSA,"-3,41451","-79,99402",URBANO,CASA/VILLA,PRIVADO,2026-02-21,02:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,39,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA
ASESINATO,ZONA 7,EL ORO,SANTA ROSA,SANTA ROSA ESTE,07D06C04S01,SANTA ROSA ESTE 1,7,EL ORO,712,SANTA ROSA,"-3,41451","-79,99402",URBANO,CASA/VILLA,PRIVADO,2026-02-21,02:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,68,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 7,EL ORO,HUAQUILLAS,UNIÓN LOJANA,07D05C05S02,UNIÓN LOJANA 2,7,EL ORO,707,HUAQUILLAS,"-3,47793","-80,22362",URBANO,OTROS LOCALES COMERCIALES,PRIVADO,2026-02-21,09:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,40,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,SAN JUAN,13D02C11S01,SAN JUAN 1,13,MANABÍ,1308,MANTA,"-0,9865","-80,73277",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-21,09:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,50,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
SICARIATO,ZONA 4,MANABÍ,ROCAFUERTE,ROCAFUERTE,13D12C01S02,ROCAFUERTE 2,13,MANABÍ,1312,ROCAFUERTE,"-0,94226","-80,44335",URBANO,CASA/VILLA,PRIVADO,2026-02-21,12:50:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,19,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ARTESANO/OFICIO,SIN_DATO
HOMICIDIO,ZONA 5,LOS RÍOS,BUENA FE,VALENCIA,12D06C10S01,VALENCIA 1,12,LOS RÍOS,1211,VALENCIA,"-0,95134","-79,36061",URBANO,CASA/VILLA,PRIVADO,2026-02-21,09:00:00,OTROS,NINGUNA,VIOLENCIA INTRAFAMILIAR,MALTRATO,HERIDAS CONTUSAS,2,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,VENTANAS,VENTANAS CENTRO,12D04C05S01,VENTANAS CENTRO 1,12,LOS RÍOS,1207,VENTANAS,"-1,44554","-79,46151",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-21,16:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,JAMBELI CENTRO,07D02C09S02,JAMBELI CENTRO 2,7,EL ORO,701,MACHALA,"-3,25273","-79,97783",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-21,11:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,33,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SECUNDARIA
ASESINATO,ZONA 7,EL ORO,MACHALA,EL CAMBIO,07D02C12S01,EL CAMBIO 1,7,EL ORO,701,MACHALA,"-3,28847","-79,901",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-21,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,38,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,PORTOVIEJO,SAN PABLO,13D01C05S02,SAN PABLO 2,13,MANABÍ,1301,PORTOVIEJO,"-1,04611","-80,44879",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-21,19:34:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA
SICARIATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,SUBURBIO,09D04C06S02,SUBURBIO 2,9,GUAYAS,901,GUAYAQUIL,"-2,23187","-79,94531",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-21,20:22:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,MARTHA DE ROLDÓS,09D06C02S08,MARTHA DE ROLDÓS 8,9,GUAYAS,901,GUAYAQUIL,"-2,15832","-79,92874",RURAL,RESTAURANTE,PRIVADO,2026-02-21,18:28:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,36,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA
SICARIATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUASMO,09D01C01S01,GUASMO 1,9,GUAYAS,901,GUAYAQUIL,"-2,27664","-79,87836",URBANO,INTERIOR DE VEHÍCULO PARTICULAR,PRIVADO,2026-02-21,21:05:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,34,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ARTESANO/OFICIO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,JIPIJAPA,3 DE MAYO,13D03C05S01,3 DE MAYO 1,13,MANABÍ,1306,JIPIJAPA,"-1,35924","-80,56287",RURAL,VÍA PÚBLICA,PÚBLICO,2026-02-21,07:25:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,NO DETERMINADO,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,CISNE,09D04C01S01,CISNE 1,9,GUAYAS,901,GUAYAQUIL,"-2,22775","-79,9269",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-21,19:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,34,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,MAQUINISTA/OPERADOR,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,SUCRE,BAHÍA,13D11C01S01,BAHÍA 1,13,MANABÍ,1314,SUCRE,"-0,62325","-80,42584",URBANO,RESTAURANTE,PRIVADO,2026-02-21,19:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,QUEVEDO,LA MERCED,12D03C04S01,LA MERCED 1,12,LOS RÍOS,1205,QUEVEDO,"-1,02313","-79,46156",URBANO,SALA DE BELLEZA,PRIVADO,2026-02-21,21:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR COMERCIAL,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,ESMERALDAS,SANTA MARTHA,08D01C12S01,SANTA MARTHA 1,8,ESMERALDAS,801,ESMERALDAS,"0,96846","-79,65063",URBANO,VÍA PÚBLICA,PÚBLICO,2026-02-21,22:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,MANTUANO,12D01C14S01,MANTUANO 1,12,LOS RÍOS,1202,BABA,"-1,78099","-79,70094",RURAL,VÍA PÚBLICA,PÚBLICO,2026-02-21,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,50,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR COMERCIAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,MANTUANO,12D01C14S01,MANTUANO 1,12,LOS RÍOS,1202,BABA,"-1,78099","-79,70094",RURAL,VÍA PÚBLICA,PÚBLICO,2026-02-21,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA
