tipo_muerte,zona,subzona,distrito,circuito,codigo_subcircuito,subcircuito,codigo_provincia,provincia,codigo_canton,canton,coordenada_y,coordenada_x,area_hecho,lugar,tipo_lugar,fecha_infraccion,hora_infraccion,arma,tipo_arma,presunta_motivacion,presun_motiva_observada,probable_causa_motivada,edad,medida_edad,sexo,genero,etnia,estado_civil,nacionalidad,discapacidad,profesion_registro_civil,instruccion
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA SUR,09D02C05S05,TRINITARIA SUR 5,9,GUAYAS,901,GUAYAQUIL,"-2,23886","-79,93222",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-24,01:02:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,17,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA SUR,09D02C05S05,TRINITARIA SUR 5,9,GUAYAS,901,GUAYAQUIL,"-2,23886","-79,93222",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-24,01:03:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,16,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,EL SALTO,12D01C03S01,EL SALTO 1,12,LOS RÍOS,1201,BABAHOYO,"-1,79715","-79,53754",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-24,01:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO
ASESINATO,ZONA 7,EL ORO,PASAJE,LAS PRADERAS,07D01C09S01,LAS PRADERAS 1,7,EL ORO,709,PASAJE,"-3,33211","-79,79942",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-24,12:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,17,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
HOMICIDIO,ZONA 9,D.M. QUITO,LA DELICIA,LA ROLDÓS,17D03C05S03,LA ROLDÓS 3,17,PICHINCHA,1701,QUITO,"-0,08807","-78,5163",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-24,23:40:00,ARMA BLANCA,CUCHILLO,VIOLENCIA COMUNITARIA,RIÑAS,HERIDA POR ARMA BLANCA,26,A,HOMBRE,MASCULINO,MULATO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,BASTIÓN POPULAR SUR,09D07C02S02,BASTIÓN POPULAR SUR 2,9,GUAYAS,901,GUAYAQUIL,"-2,09636","-79,92477",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-24,14:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,34,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,MARTHA DE ROLDÓS,09D06C02S07,MARTHA DE ROLDÓS 7,9,GUAYAS,901,GUAYAQUIL,"-2,14743","-79,929",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-24,04:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA NORTE,09D02C04S02,TRINITARIA NORTE 2,9,GUAYAS,901,GUAYAQUIL,"-2,23114","-79,91707",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-24,23:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,44,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA NORTE,09D02C04S02,TRINITARIA NORTE 2,9,GUAYAS,901,GUAYAQUIL,"-2,23114","-79,91707",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-24,23:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA NORTE,09D02C04S02,TRINITARIA NORTE 2,9,GUAYAS,901,GUAYAQUIL,"-2,23114","-79,91707",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-24,23:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,35,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,PEDRO CARBO,ESTACADA,09D14C02S02,ESTACADA 2,9,GUAYAS,914,PEDRO CARBO,"-1,81653","-80,2458",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-24,14:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,LA UNIÓN,12D01C09S01,LA UNIÓN 1,12,LOS RÍOS,1201,BABAHOYO,"-1,70826","-79,39402",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-24,14:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,AYUDANTE/JORNALERO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,MALVINAS SUR,09D02C02S02,MALVINAS SUR 2,9,GUAYAS,901,GUAYAQUIL,"-2,23157","-79,91094",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-24,21:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,15,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,PORTETE,09D04C04S04,PORTETE 4,9,GUAYAS,901,GUAYAQUIL,"-2,19181","-79,92868",URBANO,CASA/VILLA,PRIVADO,2026-05-24,19:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,DAULE,DAULE CENTRO,09D19C03S02,DAULE CENTRO 2,9,GUAYAS,906,DAULE,"-1,85461","-79,98099",URBANO,CASA/VILLA,PRIVADO,2026-05-24,22:00:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,34,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,PUEBLO VIEJO,PUERTO PECHICHE,12D02C03S01,PUERTO PECHICHE 1,12,LOS RÍOS,1204,PUEBLOVIEJO,"-1,42628","-79,55969",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-24,14:05:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,49,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR PRIMARIO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,DAULE,PORVENIR,09D19C09S01,PORVENIR 1,9,GUAYAS,918,SANTA LUCÍA,"-1,6996","-80,01968",RURAL,BARES,PRIVADO,2026-05-24,19:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,DAULE,PORVENIR,09D19C09S01,PORVENIR 1,9,GUAYAS,918,SANTA LUCÍA,"-1,6996","-80,01968",RURAL,BARES,PRIVADO,2026-05-24,19:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,43,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,SALITRE,JUNQUILLAL,09D20C05S01,JUNQUILLAL 1,9,GUAYAS,919,SALITRE,"-1,81157","-79,89026",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-24,22:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,44,A,HOMBRE,MASCULINO,OTROS,SOLTERO,ECUADOR,NINGUNA,AYUDANTE/JORNALERO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,DAULE,NOBOL,09D19C10S02,NOBOL 2,9,GUAYAS,925,NOBOL,"-1,90756","-80,01079",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-24,00:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,44,A,HOMBRE,MASCULINO,OTROS,DIVORCIADO,ECUADOR,NINGUNA,ESTADO PERSONAL,BACHILLERATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,ARBOLITO,09D24C07S01,ARBOLITO 1,9,GUAYAS,907,DURÁN,"-2,15536","-79,82514",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-24,11:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,CHONE,SAN ANTONIO,13D07C11S02,SAN ANTONIO 2,13,MANABÍ,1303,CHONE,"-0,68232","-80,22967",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-24,20:00:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,50,A,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
HOMICIDIO,ZONA 9,D.M. QUITO,CALDERÓN,BICENTENARIO,17D02C08S01,BICENTENARIO 1,17,PICHINCHA,1701,QUITO,"-0,07469","-78,43549",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-23,04:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,38,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,AYUDANTE/JORNALERO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,CRISTO DEL CONSUELO,07D02C16S02,CRISTO DEL CONSUELO 2,7,EL ORO,701,MACHALA,"-3,2541","-79,95496",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-23,11:55:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,38,A,MUJER,FEMENINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,BACHILLER TÉCNICO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,WILSON FRANCO,07D02C18S01,WILSON FRANCO 1,7,EL ORO,701,MACHALA,"-3,26929","-80,00006",URBANO,OTROS LOCALES COMERCIALES,PRIVADO,2026-05-23,14:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,45,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR COMERCIAL,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,DAULE,JUAN BAUTISTA AGUIRRE,09D19C02S01,JUAN BAUTISTA AGUIRRE 1,9,GUAYAS,906,DAULE,"-1,85891","-79,9753",URBANO,MECÁNICAS,PRIVADO,2026-05-23,11:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,GRAL SERRANO,07D02C06S01,GRAL SERRANO 1,7,EL ORO,701,MACHALA,"-3,26648","-79,95684",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-23,16:20:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,MAPASINGUE,09D06C06S03,MAPASINGUE 3,9,GUAYAS,901,GUAYAQUIL,"-2,15244","-79,93971",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-23,02:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,34,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,CHOFER/CONDUCTOR,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,LOS ESTEROS,13D02C01S03,LOS ESTEROS 3,13,MANABÍ,1308,MANTA,"-0,95284","-80,69532",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-23,00:05:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,54,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ASISTENTE/AUXILIAR,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,PORTOVIEJO,PORTOVIEJO,13D01C06S02,PORTOVIEJO 2,13,MANABÍ,1301,PORTOVIEJO,"-1,03286","-80,48162",URBANO,PARQUES Y PLAZAS,PÚBLICO,2026-05-23,17:08:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,49,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,PROFESIONAL MAGISTER,SIN_DATO
ASESINATO,ZONA 5,SANTA ELENA,SANTA ELENA,SANTA ELENA CENTRO,24D01C04S04,SANTA ELENA CENTRO 4,24,SANTA ELENA,2401,SANTA ELENA,"-2,231","-80,85716",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-23,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,39,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,AYUDANTE/JORNALERO,SIN_DATO
ASESINATO,ZONA 5,SANTA ELENA,SANTA ELENA,SANTA ELENA CENTRO,24D01C04S02,SANTA ELENA CENTRO 2,24,SANTA ELENA,2401,SANTA ELENA,"-2,21917","-80,85393",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-23,22:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,DAULE,SANTA LUCÍA,09D19C07S01,SANTA LUCÍA 1,9,GUAYAS,918,SANTA LUCÍA,"-1,70086","-79,98253",URBANO,BARES,PRIVADO,2026-05-23,19:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,DAULE,SANTA LUCÍA,09D19C07S01,SANTA LUCÍA 1,9,GUAYAS,918,SANTA LUCÍA,"-1,70086","-79,98253",URBANO,BARES,PRIVADO,2026-05-23,19:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,34,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,ESMERALDAS,PROPICIA,08D01C15S01,PROPICIA 1,8,ESMERALDAS,801,ESMERALDAS,"0,9247","-79,66661",URBANO,CASA/VILLA,PRIVADO,2026-05-23,22:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,ESMERALDAS,PROPICIA,08D01C15S01,PROPICIA 1,8,ESMERALDAS,801,ESMERALDAS,"0,9247","-79,66661",URBANO,CASA/VILLA,PRIVADO,2026-05-23,22:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,17,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,PUERTA NEGRA,12D01C02S01,PUERTA NEGRA 1,12,LOS RÍOS,1201,BABAHOYO,"-1,87974","-79,48677",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-23,16:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,70,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,AYUDANTE/JORNALERO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,SUCRE,SAN VICENTE,13D11C05S02,SAN VICENTE 2,13,MANABÍ,1322,SAN VICENTE,"-0,63216","-80,34997",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-23,17:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,67,A,MUJER,FEMENINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,SUCRE,SAN VICENTE,13D11C05S02,SAN VICENTE 2,13,MANABÍ,1322,SAN VICENTE,"-0,63216","-80,34997",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-23,17:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA
ASESINATO,ZONA 4,MANABÍ,SUCRE,SAN VICENTE,13D11C05S02,SAN VICENTE 2,13,MANABÍ,1322,SAN VICENTE,"-0,63216","-80,34997",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-23,17:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,26,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,FISICA,TRABAJADOR COMERCIAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,SABANA,12D01C07S02,SABANA 2,12,LOS RÍOS,1201,BABAHOYO,"-1,80495","-79,52277",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-23,12:20:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,BABA,12D01C15S01,BABA 1,12,LOS RÍOS,1202,BABA,"-1,78348","-79,67917",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-23,14:50:00,ARMA BLANCA,MACHETE,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA BLANCA,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR PRIMARIO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,PASCUALES,09D07C06S04,PASCUALES 4,9,GUAYAS,901,GUAYAQUIL,"-2,07411","-79,93011",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-23,19:47:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,44,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,BASICA
ASESINATO,ZONA 5,LOS RÍOS,QUEVEDO,LA MERCED,12D03C04S01,LA MERCED 1,12,LOS RÍOS,1205,QUEVEDO,"-1,0149","-79,46157",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-23,20:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO
ASESINATO,ZONA 4,STO DGO DE LOS TSÁCHILAS,SANTO DOMINGO ESTE,EL ESFUERZO,23D01C12S01,EL ESFUERZO 1,23,STO DGO DE LOS TSÁCHILAS,2301,SANTO DOMINGO,"-0,38899","-79,20761",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-23,23:35:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,16,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 4,STO DGO DE LOS TSÁCHILAS,LA CONCORDIA,CONCORDIA NORTE,23D03C01S01,CONCORDIA NORTE 1,23,STO DGO DE LOS TSÁCHILAS,2302,LA CONCORDIA,"0,0187","-79,39265",URBANO,LICORERÍAS,PRIVADO,2026-05-23,22:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,FISICA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,SANTA ELENA,LIBERTAD SALINAS,5 DE JUNIO,24D02C03S01,5 DE JUNIO 1,24,SANTA ELENA,2402,LA LIBERTAD,"-2,23082","-80,90797",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-22,00:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,19,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,PUEBLO VIEJO,RICAURTE,12D02C05S01,RICAURTE 1,12,LOS RÍOS,1206,URDANETA,"-1,6255","-79,45976",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-22,11:20:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,24 DE MAYO,SANTA ANA,13D04C03S01,SANTA ANA 1,13,MANABÍ,1313,SANTA ANA,"-1,20545","-80,37147",URBANO,RESTAURANTE,PRIVADO,2026-05-22,10:43:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,46,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,JARAMIJO,13D02C20S02,JARAMIJO 2,13,MANABÍ,1321,JARAMIJÓ,"-0,99634","-80,57915",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-22,08:30:00,ARMA BLANCA,MACHETE,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA BLANCA,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,MIRAFLORES,13D02C09S02,MIRAFLORES 2,13,MANABÍ,1308,MANTA,"-0,95894","-80,71462",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-22,17:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,45,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,SERVIDOR PÚBLICO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,RECREO,09D24C05S08,RECREO 8,9,GUAYAS,907,DURÁN,"-2,1769","-79,82728",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-22,16:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,39,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,VENEZUELA,NINGUNA,SIN_DATO,SIN_DATO
